Max_Tem,Avg_Tem,Avg_S_Pressure,Avg_Visibility,Max_Wind,Max_SWind,Avg_Wind,Sum_Rain,heat_wave_strength,week_index,Avg_humudity,Week_ending
91.0,77.77142857142857,15.857142857142858,9.971428571428572,25.1,19.0,7.699999999999998,0.04,0,223,2.520797147519409,2018-04-14
88.0,74.98571428571428,17.500000000000004,9.942857142857141,999.9,22.0,7.3571428571428585,0.22,0,224,2.4139552141804552,2018-04-21
91.0,76.75714285714287,13.77142857142857,9.799999999999999,27.0,17.1,6.8428571428571425,2.5200000000000005,0,225,2.636906237562532,2018-04-28
86.0,77.57142857142857,17.557142857142857,9.928571428571429,33.0,19.0,9.785714285714286,1.1800000000000002,0,226,2.518027029574455,2018-05-05
88.0,78.8,15.371428571428572,9.942857142857141,28.0,22.0,7.142857142857143,0.9500000000000001,0,227,2.553196859292304,2018-05-12
87.1,76.82857142857142,14.271428571428572,9.585714285714287,999.9,20.0,7.071428571428571,3.4899999999999998,0,228,2.859373972878028,2018-05-19
86.0,77.84285714285716,15.714285714285712,9.085714285714285,999.9,17.1,9.62857142857143,3.7,0,229,2.827945130937604,2018-05-26
89.1,79.54285714285713,12.985714285714286,9.528571428571428,999.9,20.0,8.328571428571427,7.49,0,230,2.8141214450487984,2018-06-02
93.9,82.0,14.985714285714284,9.885714285714286,999.9,17.1,5.985714285714285,1.3800000000000001,0,231,2.7037143523496643,2018-06-09
89.1,80.14285714285714,16.685714285714287,9.87142857142857,999.9,11.1,3.4285714285714284,4.009999999999999,0,232,2.8027489199783155,2018-06-16
93.9,83.15714285714286,15.14285714285714,9.957142857142857,999.9,21.0,4.614285714285714,0.49,0,233,2.708609925456647,2018-06-23
91.9,81.91428571428571,16.857142857142858,9.87142857142857,21.0,15.9,4.1571428571428575,1.5100000000000002,0,234,2.7475366013233615,2018-06-30
91.0,82.75714285714287,16.642857142857142,9.471428571428572,999.9,15.9,4.214285714285714,2.55,0,235,2.681887374254536,2018-07-07
93.0,82.64285714285714,17.728571428571428,9.957142857142856,32.1,20.0,3.928571428571428,0.69,0,236,2.6550216915199996,2018-07-14
